SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22711864,84690,Tits and chickadees,Melaniparus pallidiventris,Cinnamon-breasted Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1820000,Unknown,,Stable,suspected
22732625,84710,Tits and chickadees,Melaniparus carpi,Carp's Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,564000,Unknown,,Decreasing,suspected
22731092,84730,Tits and chickadees,Melaniparus leucomelas,Dark-eyed Black Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,8360000,Unknown,,Stable,suspected
22711889,84760,Tits and chickadees,Melaniparus griseiventris,Miombo Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2990000,Unknown,not applicable,Stable,suspected
22711632,84880,Penduline-tits,Remiz consobrinus,Chinese Penduline-tit,LC,False,False,False,False,True,Full migrant,True,True,False,0,,1790000,Unknown,not applicable,Increasing,estimated
22711639,84930,Penduline-tits,Anthoscopus punctifrons,Sennar Penduline-tit,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,4350000,Unknown,not applicable,Stable,suspected
22711660,84960,Penduline-tits,Anthoscopus flavifrons,Forest Penduline-tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3520000,Unknown,not applicable,Decreasing,suspected
22711679,84990,Penduline-tits,Anthoscopus minutus,Cape Penduline-tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3040000,Unknown,not applicable,Stable,suspected
22717270,85030,Larks,Alaemon hamertoni,Lesser Hoopoe-lark,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,460000,Unknown,not applicable,Stable,suspected
22735884,85070,Larks,Certhilauda subcoronata,Karoo Long-billed Lark,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1410000,Unknown,,Stable,suspected
22717137,85170,Larks,Pinarocorys nigricans,Dusky Lark,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2610000,Unknown,not applicable,Stable,suspected
22714948,86820,Cisticolas and allies,Artisornis metopias,Red-capped Forest-warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,222000,Unknown,not applicable,Decreasing,suspected
22713703,86840,Cisticolas and allies,Oreolais pulcher,Black-collared Apalis,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2880000,Unknown,not applicable,Decreasing,suspected
22713708,86850,Cisticolas and allies,Oreolais ruwenzorii,Rwenzori Apalis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,132000,Unknown,not applicable,Decreasing,suspected
22713663,86860,Cisticolas and allies,Oreophilais robertsi,Briar Warbler,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),16300,Unknown,not applicable,Decreasing,suspected
22728413,86890,Cisticolas and allies,Apalis flavigularis,Yellow-throated Apalis,NT,False,False,False,False,True,Altitudinal migrant,True,False,False,360-716,"""A2ce+4ce; B1ab(ii,iii)+2ab(ii,iii)""",1800,10000-20000,estimated,Decreasing,suspected
22713714,86910,Cisticolas and allies,Apalis thoracica,Bar-throated Apalis,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,3650000,Unknown,,Decreasing,suspected
22713746,86960,Cisticolas and allies,Apalis personata,Black-faced Apalis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,267000,Unknown,not applicable,Decreasing,suspected
22713815,87010,Cisticolas and allies,Apalis chirindensis,Chirinda Apalis,VU,False,False,False,False,True,Altitudinal migrant,True,False,False,0,A2c+3c+4c,103000,Unknown,not applicable,Decreasing,suspected
22713796,87020,Cisticolas and allies,Apalis porphyrolaema,Chestnut-throated Apalis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,715000,Unknown,,Decreasing,suspected
277301637,87080,Cisticolas and allies,Apalis karamojae,Karamoja Apalis,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),24500-35000,8700-50800,estimated,Decreasing,inferred
22730909,87120,Cisticolas and allies,Apalis cinerea,Grey Apalis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5110000,Unknown,,Decreasing,suspected
22713697,87240,Cisticolas and allies,Spiloptila clamans,Cricket Warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,6410000,Unknown,not applicable,Stable,suspected
22715015,87250,Cisticolas and allies,Poliolais lopezi,White-tailed Warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,40000,Unknown,not applicable,Decreasing,suspected
22713876,87260,Cisticolas and allies,Calamonastes simplex,Grey Wren-warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2210000,Unknown,not applicable,Stable,suspected
103773990,87270,Cisticolas and allies,Calamonastes undosus,Miombo Wren-warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3740000,Unknown,not applicable,Stable,suspected
22713899,87470,Cisticolas and allies,Euryptila subcinnamomea,Cinnamon-breasted Warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,591000,Unknown,not applicable,Stable,suspected
22713842,87500,Cisticolas and allies,Hypergerus atriceps,Oriole Warbler,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,3620000,Unknown,not applicable,Decreasing,suspected
22713283,87540,Cisticolas and allies,Cisticola lateralis,Whistling Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,8820000,Unknown,not applicable,Stable,suspected
22730835,87580,Cisticolas and allies,Cisticola chubbi,Chubb's Cisticola,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2510000,Unknown,not applicable,Stable,suspected
103775575,87630,Cisticolas and allies,Cisticola bailunduensis,Huambo Cisticola,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,70000,Unknown,,Unknown,not applicable
22713333,87640,Cisticolas and allies,Cisticola chiniana,Rattling Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,10800000,Unknown,not applicable,Stable,suspected
22713401,87660,Cisticolas and allies,Cisticola njombe,Churring Cisticola,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,133000,Unknown,not applicable,Stable,suspected
22713340,87670,Cisticolas and allies,Cisticola cinereolus,Ashy Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1760000,Unknown,not applicable,Stable,suspected
22713365,87690,Cisticolas and allies,Cisticola rufilatus,Tinkling Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4700000,Unknown,not applicable,Decreasing,suspected
22713383,87710,Cisticolas and allies,Cisticola lais,Wailing Cisticola,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,6580000,Unknown,,Stable,suspected
22713459,87920,Cisticolas and allies,Cisticola melanurus,Black-tailed Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,340000,Unknown,not applicable,Stable,suspected
22713515,87960,Cisticolas and allies,Cisticola aridulus,Desert Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,23800000,Unknown,not applicable,Increasing,suspected
103776400,88010,Cisticolas and allies,Cisticola cinnamomeus,Pale-crowned Cisticola,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4600000,Unknown,not applicable,Unknown,not applicable
22713564,88230,Cisticolas and allies,Prinia crinigera,Striated Prinia,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,7760000,Unknown,not applicable,Stable,suspected
103776661,88250,Cisticolas and allies,Prinia atrogularis,Black-throated Prinia,LC,False,False,False,False,True,Altitudinal migrant,True,True,False,0,,141000,Unknown,not applicable,Stable,suspected
22715497,89920,Grasshopper-warblers and grassbirds,Poodytes albolimbatus,Fly River Grassbird,VU,False,False,False,False,True,Not a migrant,True,True,False,0,"B1ab(i,ii,iii)",10000,1500-7000,estimated,Decreasing,suspected
22715517,89930,Grasshopper-warblers and grassbirds,Poodytes carteri,Spinifexbird,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2620000,Unknown,not applicable,Decreasing,estimated
22715501,89940,Grasshopper-warblers and grassbirds,Poodytes gramineus,Little Grassbird,LC,False,False,False,False,True,Not a migrant,True,True,True,0,,10900000,Unknown,not applicable,Increasing,estimated
103795115,90040,Grasshopper-warblers and grassbirds,Cincloramphus macrurus,Papuan Grassbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1560000,Unknown,not applicable,Stable,suspected
22715529,90060,Grasshopper-warblers and grassbirds,Cincloramphus grosvenori,New Britain Thicketbird,VU,False,False,False,False,True,Not a migrant,True,False,False,530,D1,8500,250-999,suspected,Decreasing,inferred
103798488,90080,Grasshopper-warblers and grassbirds,Cincloramphus turipavae,Guadalcanal Thicketbird,NT,False,False,False,False,True,Not a migrant,True,False,False,670,B1b(iii)+2b(iii),1000,1000-2000,suspected,Decreasing,suspected
22714564,90170,Grasshopper-warblers and grassbirds,Bradypterus brunneus,Brown Emu-tail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,225000,Unknown,not applicable,Decreasing,inferred
22714480,90190,Grasshopper-warblers and grassbirds,Bradypterus sylvaticus,Knysna Warbler,NT,False,False,False,False,True,Not a migrant,True,False,False,"13184-23756,18228",C2a(i),250000,"6600-11900,9100",estimated,Decreasing,inferred
22714461,90240,Grasshopper-warblers and grassbirds,Bradypterus carpalis,White-winged Swamp-warbler,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,809000,Unknown,not applicable,Decreasing,suspected
22724375,90260,Grasshopper-warblers and grassbirds,Bradypterus bangwaensis,Bangwa Warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,6900,Unknown,not applicable,Stable,suspected
22714503,90280,Grasshopper-warblers and grassbirds,Bradypterus cinnamomeus,Cinnamon Bracken-warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2980000,Unknown,,Stable,suspected
22714545,90360,Grasshopper-warblers and grassbirds,Elaphrornis palliseri,Sri Lanka Warbler,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1b(ii,iii,v)",6000,Unknown,not applicable,Decreasing,suspected
22712165,90510,Swallows and martins,Cheramoeca leucosterna,White-backed Swallow,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,6290000,Unknown,not applicable,Increasing,estimated
22712491,90680,Swallows and martins,Delichon dasypus,Asian House Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,16500000,Unknown,not applicable,Increasing,estimated
104006414,90920,Swallows and martins,Hirundo tahitica,Tahiti Swallow,LC,False,False,False,False,True,Not a migrant,True,True,True,0,,8300,Unknown,not applicable,Unknown,not applicable
22712294,90930,Swallows and martins,Hirundo neoxena,Welcome Swallow,LC,False,False,False,False,True,Full migrant,True,True,True,0,,17300000,Unknown,not applicable,Increasing,estimated
22712252,90970,Swallows and martins,Hirundo rustica,Barn Swallow,LC,False,False,False,False,True,Full migrant,True,True,False,0,,251000000,290000000-487000000,estimated,Decreasing,suspected
22712266,91000,Swallows and martins,Hirundo aethiopica,Ethiopian Swallow,LC,False,False,False,False,True,Full migrant,True,True,True,0,,13000000,Unknown,not applicable,Increasing,estimated
22712324,91010,Swallows and martins,Hirundo leucosoma,Pied-winged Swallow,LC,False,False,False,False,True,Full migrant,True,True,False,0,,2420000,Unknown,not applicable,Increasing,suspected
22712230,91140,Swallows and martins,Ptyonoprogne obsoleta,Pale Rock Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,22100000,Unknown,not applicable,Increasing,estimated
104005790,91150,Swallows and martins,Ptyonoprogne rufigula,Red-throated Rock Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,14200000,Unknown,,Stable,suspected
103815402,91220,Swallows and martins,Riparia paludicola,African Plain Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,27400000,Unknown,not applicable,Decreasing,suspected
103815494,91230,Swallows and martins,Riparia cowani,Madagascar Plain Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,340000,Unknown,not applicable,Decreasing,suspected
103815539,91240,Swallows and martins,Riparia chinensis,Asian Plain Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,11500000,Unknown,not applicable,Decreasing,suspected
103815961,91260,Swallows and martins,Riparia riparia,Collared Sand Martin,LC,False,False,False,False,True,Full migrant,True,True,False,0,,74400000,38700000-50400000,suspected,Decreasing,estimated
22712068,91370,Swallows and martins,Tachycineta leucorrhoa,White-rumped Swallow,LC,False,False,False,False,True,Full migrant,True,True,True,0,,5580000,Unknown,not applicable,Increasing,suspected
22731728,91410,Swallows and martins,Progne murphyi,Peruvian Martin,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),487000,2500-9999,estimated,Decreasing,suspected
22731986,91420,Swallows and martins,Progne modesta,Galapagos Martin,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),28700,250-999,estimated,Decreasing,inferred
22712104,91440,Swallows and martins,Progne dominicensis,Caribbean Martin,LC,False,False,False,False,True,Full migrant,True,False,False,0,,975000,Unknown,not applicable,Unknown,not applicable
22712101,91450,Swallows and martins,Progne cryptoleuca,Cuban Martin,LC,False,False,False,False,True,Full migrant,True,False,False,0,,223000,Unknown,not applicable,Stable,suspected
103870218,99200,Ground babblers,Napothera naungmungensis,Naung Mung Wren-babbler,NT,False,False,False,False,True,Not a migrant,True,False,False,0,D1,4800,500-2500,suspected,Stable,suspected
22735139,99220,Ground babblers,Napothera malacoptila,Long-billed Wren-babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,469000,Unknown,not applicable,Decreasing,suspected
22716644,99320,Alcippe Fulvettas,Alcippe morrisonia,Grey-cheeked Fulvetta,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4630000,Unknown,not applicable,Decreasing,not applicable
22715620,99420,Laughingthrushes and allies,Grammatoptila striata,Striated Laughingthrush,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,899000,Unknown,not applicable,Decreasing,suspected
22715586,99470,Laughingthrushes and allies,Argya cinereifrons,Ashy-fronted Babbler,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,ii,iii,iv)",14100,2500-9999,estimated,Decreasing,suspected
22716383,99600,Laughingthrushes and allies,Argya rubiginosa,Rufous Chatterer,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2960000,Unknown,not applicable,Stable,suspected
22716655,99630,Laughingthrushes and allies,Kupeornis gilberti,White-throated Mountain-babbler,VU,False,False,False,False,True,Not a migrant,True,False,False,910,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",13000,6000-15000,estimated,Decreasing,suspected
22716664,99640,Laughingthrushes and allies,Kupeornis rufocinctus,Red-collared Mountain-babbler,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,89100,Unknown,not applicable,Decreasing,inferred
22716673,99650,Laughingthrushes and allies,Kupeornis chapini,Chapin's Mountain-babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,116000,Unknown,not applicable,Decreasing,inferred
103871177,99660,Laughingthrushes and allies,Phyllanthus atripennis,Grey-hooded Capuchin Babbler,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,430000,Unknown,not applicable,Decreasing,suspected
22716428,99710,Laughingthrushes and allies,Turdoides melanops,Black-faced Babbler,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,422000,Unknown,not applicable,Decreasing,suspected
22716419,99720,Laughingthrushes and allies,Turdoides tenebrosa,Dusky Babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,909000,Unknown,not applicable,Decreasing,suspected
22716443,99780,Laughingthrushes and allies,Turdoides leucopygia,White-rumped Babbler,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,1260000,Unknown,not applicable,Stable,suspected
22716450,99790,Laughingthrushes and allies,Turdoides hartlaubii,Hartlaub's Babbler,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2880000,Unknown,not applicable,Stable,suspected
22716469,99810,Laughingthrushes and allies,Turdoides hypoleuca,Northern Pied Babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,275000,Unknown,not applicable,Decreasing,suspected
